#k-distance eigenvalue[eV]
6.79113795 -10.59980000
6.82032893 -10.60250000
6.84951993 -10.60350000

0.00000000 -5.36970000
0.02612172 -5.37070000
0.05224343 -5.37390000
0.07836515 -5.37950000
0.10448686 -5.38780000
0.13060858 -5.39920000
0.15673028 -5.41440000
0.18285201 -5.43420000
0.20897371 -5.45930000
0.23509543 -5.49070000
0.26121714 -5.52920000
0.28733886 -5.57550000
0.31346057 -5.63030000
0.33958229 -5.69360000
0.36570400 -5.79850000
0.39182572 -5.93830000
0.41794742 -6.07010000
0.44406915 -6.19260000
0.47019085 -6.30500000
0.49631257 -6.40630000
0.52243428 -6.49600000
0.54855600 -6.57360000
0.57467771 -6.63900000
0.60079943 -6.69220000
0.62692113 -6.73360000
0.65304286 -6.77570000
0.67916456 -6.85090000
0.70528629 -6.91810000
0.73140799 -6.97640000
0.75752971 -7.02530000
0.78365142 -7.06390000
0.80977314 -7.09190000
0.83589485 -7.10890000
0.86201657 -7.11450000
0.88813829 -7.11260000
0.91426000 -7.10680000
0.94038172 -7.09720000
0.96650342 -7.08370000
0.99262515 -7.06650000
1.01874685 -7.04530000
1.04486857 -7.02040000
1.07099028 -6.99160000
1.09711200 -6.95910000
1.12323371 -6.92280000
1.14935543 -6.88280000
1.17547714 -6.83900000
1.20159886 -6.79160000
1.22772056 -6.74040000
1.25384229 -6.68570000
1.27996399 -6.62740000
1.30608571 -6.57260000
1.33220742 -6.56400000
1.35832914 -6.55890000
1.38445085 -6.55770000
1.41057257 -6.56040000
1.43669428 -6.56720000
1.46281600 -6.57770000
1.48893770 -6.59140000
1.51505943 -6.60770000
1.54118113 -6.62540000
1.56730285 -6.64380000
1.59342456 -6.66160000
1.61954628 -6.67780000
1.64566799 -6.69140000
1.67178971 -6.70180000
1.69791141 -6.70830000
1.72403314 -6.71050000
1.74997092 -6.70850000
1.77590870 -6.70260000
1.80184646 -6.69280000
1.82778424 -6.67910000
1.85372202 -6.66140000
1.87965981 -6.63990000
1.90559759 -6.61450000
1.93153535 -6.58520000
1.95747313 -6.55220000
1.98341091 -6.51530000
2.00934869 -6.47470000
2.03528645 -6.43050000
2.06122423 -6.38250000
2.08716202 -6.33100000
2.11309980 -6.27600000
2.13903758 -6.21760000
2.16497534 -6.15570000
2.19091312 -6.09060000
2.21685090 -6.02730000
2.24278869 -6.00960000
2.26872647 -5.98770000
2.29466423 -5.96220000
2.32060201 -5.93360000
2.34653979 -5.90240000
2.37247757 -5.86910000
2.39841533 -5.83410000
2.42435311 -5.79820000
2.45029089 -5.76160000
2.47622868 -5.72500000
2.50216646 -5.68890000
2.52810422 -5.65360000
2.55404200 -5.61950000
2.57997978 -5.58710000
2.60591756 -5.55660000
2.63185535 -5.52820000
2.65779310 -5.50200000
2.68373089 -5.47830000
2.70966867 -5.45690000
2.73560645 -5.43800000
2.76154421 -5.42160000
2.78748199 -5.40750000
2.81341977 -5.39580000
2.83935756 -5.38630000
2.86529534 -5.37900000
2.89123310 -5.37380000
2.91717088 -5.37070000
2.94310866 -5.36970000
2.97229965 -5.37650000
3.00149064 -5.39590000
3.03068163 -5.42590000
3.05987261 -5.46330000
3.08906360 -5.50440000
3.11825459 -5.54570000
3.14744558 -5.58410000
3.17663656 -5.61690000
3.20582755 -5.64190000
3.23501854 -5.65750000
3.26420953 -5.66280000
3.29033125 -5.66200000
3.31645296 -5.65960000
3.34257468 -5.65580000
3.36869638 -5.65110000
3.39481811 -5.64590000
3.42093981 -5.64090000
3.44706153 -5.63720000
3.47318324 -5.63590000
3.49930496 -5.63840000
3.52542667 -5.64660000
3.55154839 -5.66220000
3.57767010 -5.68740000
3.60379182 -5.72400000
3.62991352 -5.77320000
3.65603525 -5.83680000
3.68215695 -5.96800000
3.70827867 -6.09090000
3.73440038 -6.20500000
3.76052210 -6.30960000
3.78664381 -6.40420000
3.81276553 -6.48860000
3.83888724 -6.56270000
3.86500896 -6.62650000
3.89113066 -6.72330000
3.91725239 -6.81860000
3.94337409 -6.90670000
3.96949581 -6.98610000
3.99561752 -7.05560000
4.02173924 -7.11420000
4.04786095 -7.16090000
4.07398267 -7.19480000
4.10010437 -7.21540000
4.12622610 -7.22230000
4.15234782 -7.22010000
4.17846953 -7.21360000
4.20459125 -7.20280000
4.23071295 -7.18770000
4.25683468 -7.16820000
4.28295638 -7.14450000
4.30907810 -7.11660000
4.33519981 -7.08450000
4.36132153 -7.04830000
4.38744324 -7.00790000
4.41356496 -6.96350000
4.43968666 -6.91520000
4.46580839 -6.86290000
4.49193009 -6.80680000
4.51805181 -6.74690000
4.54417352 -6.68330000
4.57029524 -6.61620000
4.59641695 -6.55070000
4.62253867 -6.54190000
4.64866038 -6.53820000
4.67478210 -6.53990000
4.70090380 -6.54700000
4.72702553 -6.55920000
4.75314723 -6.57590000
4.77926895 -6.59610000
4.80539066 -6.61850000
4.83151238 -6.64170000
4.85763409 -6.66440000
4.88375581 -6.68510000
4.90987752 -6.70250000
4.93599924 -6.71580000
4.96212094 -6.72410000
4.98824267 -6.72690000
5.01418045 -6.72490000
5.04011823 -6.71900000
5.06605599 -6.70910000
5.09199377 -6.69530000
5.11793155 -6.67760000
5.14386934 -6.65600000
5.16980712 -6.63050000
5.19574488 -6.60120000
5.22168266 -6.56800000
5.24762044 -6.53110000
5.27355822 -6.49040000
5.29949598 -6.44600000
5.32543376 -6.39790000
5.35137154 -6.34620000
5.37730933 -6.29110000
5.40324711 -6.23240000
5.42918487 -6.17040000
5.45512265 -6.10510000
5.48106043 -6.06390000
5.50699821 -6.04200000
5.53293600 -6.01550000
5.55887375 -5.98500000
5.58481154 -5.95130000
5.61074932 -5.91530000
5.63668710 -5.87790000
5.66262486 -5.84020000
5.68856264 -5.80300000
5.71450042 -5.76740000
5.74043821 -5.73440000
5.76637599 -5.70470000
5.79231375 -5.67910000
5.81825153 -5.65800000
5.84418931 -5.64160000
5.87012709 -5.62990000
5.89606487 -5.62260000
5.92200263 -5.61920000
5.94794041 -5.61910000
5.97387820 -5.62170000
5.99981598 -5.62620000
6.02575374 -5.63200000
6.05169152 -5.63840000
6.07762930 -5.64480000
6.10356708 -5.65070000
6.12950487 -5.65580000
6.15544262 -5.65960000
6.18138041 -5.66200000
6.20731819 -5.66280000
6.20731819 -7.11450000
6.23650918 -7.11690000
6.26570016 -7.12370000
6.29489115 -7.13430000
6.32408214 -7.14770000
6.35327313 -7.16270000
6.38246411 -7.17800000
6.41165511 -7.19240000
6.44084609 -7.20480000
6.47003708 -7.21430000
6.49922807 -7.22030000
6.52841906 -7.22230000
6.52841906 -6.71050000
6.55761005 -6.71080000
6.58680103 -6.71180000
6.61599202 -6.71340000
6.64518301 -6.71530000
6.67437400 -6.71760000
6.70356498 -6.71990000
6.73275597 -6.72210000
6.76194696 -6.72410000
6.79113795 -6.72560000
6.82032893 -6.72650000
6.84951993 -6.72690000

0.00000000 -4.03040000
0.02612172 -4.04920000
0.05224343 -4.10340000
0.07836515 -4.18780000
0.10448686 -4.29590000
0.13060858 -4.42210000
0.15673028 -4.56150000
0.18285201 -4.71040000
0.20897371 -4.86540000
0.23509543 -5.02400000
0.26121714 -5.18380000
0.28733886 -5.34280000
0.31346057 -5.49930000
0.33958229 -5.65170000
0.36570400 -5.76540000
0.39182572 -5.84510000
0.41794742 -5.93160000
0.44406915 -6.02350000
0.47019085 -6.11960000
0.49631257 -6.21810000
0.52243428 -6.31740000
0.54855600 -6.41600000
0.57467771 -6.51250000
0.60079943 -6.60540000
0.62692113 -6.69350000
0.65304286 -6.76390000
0.67916456 -6.78410000
0.70528629 -6.79560000
0.73140799 -6.80010000
0.75752971 -6.79950000
0.78365142 -6.79600000
0.80977314 -6.79160000
0.83589485 -6.78810000
0.86201657 -6.78670000
0.88813829 -6.78560000
0.91426000 -6.78220000
0.94038172 -6.77650000
0.96650342 -6.76870000
0.99262515 -6.75880000
1.01874685 -6.74700000
1.04486857 -6.73350000
1.07099028 -6.71850000
1.09711200 -6.70210000
1.12323371 -6.68490000
1.14935543 -6.66700000
1.17547714 -6.64890000
1.20159886 -6.63100000
1.22772056 -6.61390000
1.25384229 -6.59810000
1.27996399 -6.58410000
1.30608571 -6.56570000
1.33220742 -6.50050000
1.35832914 -6.43190000
1.38445085 -6.36010000
1.41057257 -6.28520000
1.43669428 -6.20730000
1.46281600 -6.12670000
1.48893770 -6.17270000
1.51505943 -6.27860000
1.54118113 -6.37510000
1.56730285 -6.46100000
1.59342456 -6.53540000
1.61954628 -6.59740000
1.64566799 -6.64640000
1.67178971 -6.68190000
1.69791141 -6.70330000
1.72403314 -6.71050000
1.74997092 -6.70320000
1.77590870 -6.68160000
1.80184646 -6.64620000
1.82778424 -6.59790000
1.85372202 -6.53810000
1.87965981 -6.46810000
1.90559759 -6.38980000
1.93153535 -6.30510000
1.95747313 -6.21630000
1.98341091 -6.12570000
2.00934869 -6.03610000
2.03528645 -6.00260000
2.06122423 -6.02460000
2.08716202 -6.03990000
2.11309980 -6.04890000
2.13903758 -6.05170000
2.16497534 -6.04880000
2.19091312 -6.04060000
2.21685090 -6.02240000
2.24278869 -5.95110000
2.26872647 -5.87680000
2.29466423 -5.79980000
2.32060201 -5.72020000
2.34653979 -5.63820000
2.37247757 -5.55400000
2.39841533 -5.46780000
2.42435311 -5.39120000
2.45029089 -5.34530000
2.47622868 -5.29350000
2.50216646 -5.23600000
2.52810422 -5.17280000
2.55404200 -5.10430000
2.57997978 -5.03080000
2.60591756 -4.95280000
2.63185535 -4.87090000
2.65779310 -4.78560000
2.68373089 -4.69800000
2.70966867 -4.60870000
2.73560645 -4.51910000
2.76154421 -4.43030000
2.78748199 -4.34410000
2.81341977 -4.26250000
2.83935756 -4.18800000
2.86529534 -4.12390000
2.89123310 -4.07370000
2.91717088 -4.04150000
2.94310866 -4.03040000
2.97229965 -4.03060000
3.00149064 -4.03120000
3.03068163 -4.03210000
3.05987261 -4.03340000
3.08906360 -4.03480000
3.11825459 -4.03620000
3.14744558 -4.03760000
3.17663656 -4.03880000
3.20582755 -4.03970000
3.23501854 -4.04030000
3.26420953 -4.04050000
3.29033125 -4.05560000
3.31645296 -4.09990000
3.34257468 -4.17090000
3.36869638 -4.26500000
3.39481811 -4.37810000
3.42093981 -4.50610000
3.44706153 -4.64520000
3.47318324 -4.79220000
3.49930496 -4.94400000
3.52542667 -5.09810000
3.55154839 -5.25240000
3.57767010 -5.40500000
3.60379182 -5.55420000
3.62991352 -5.69860000
3.65603525 -5.83560000
3.68215695 -5.91060000
3.70827867 -5.99690000
3.73440038 -6.09240000
3.76052210 -6.19450000
3.78664381 -6.30090000
3.81276553 -6.40900000
3.83888724 -6.51680000
3.86500896 -6.62210000
3.89113066 -6.68050000
3.91725239 -6.72520000
3.94337409 -6.76120000
3.96949581 -6.78950000
3.99561752 -6.81090000
4.02173924 -6.82650000
4.04786095 -6.83740000
4.07398267 -6.84440000
4.10010437 -6.84820000
4.12622610 -6.84950000
4.15234782 -6.84800000
4.17846953 -6.84370000
4.20459125 -6.83650000
4.23071295 -6.82650000
4.25683468 -6.81390000
4.28295638 -6.79890000
4.30907810 -6.78150000
4.33519981 -6.76200000
4.36132153 -6.74080000
4.38744324 -6.71820000
4.41356496 -6.69460000
4.43968666 -6.67040000
4.46580839 -6.64630000
4.49193009 -6.62290000
4.51805181 -6.60080000
4.54417352 -6.58090000
4.57029524 -6.56390000
4.59641695 -6.54560000
4.62253867 -6.47170000
4.64866038 -6.39460000
4.67478210 -6.31450000
4.70090380 -6.23170000
4.72702553 -6.14640000
4.75314723 -6.18660000
4.77926895 -6.29320000
4.80539066 -6.39020000
4.83151238 -6.47650000
4.85763409 -6.55120000
4.88375581 -6.61350000
4.90987752 -6.66260000
4.93599924 -6.69820000
4.96212094 -6.71970000
4.98824267 -6.72690000
5.01418045 -6.71900000
5.04011823 -6.69550000
5.06605599 -6.65730000
5.09199377 -6.60520000
5.11793155 -6.54080000
5.14386934 -6.46590000
5.16980712 -6.38240000
5.19574488 -6.29280000
5.22168266 -6.19940000
5.24762044 -6.10510000
5.27355822 -6.01270000
5.29949598 -6.04100000
5.32543376 -6.06580000
5.35137154 -6.08300000
5.37730933 -6.09270000
5.40324711 -6.09530000
5.42918487 -6.09110000
5.45512265 -6.08040000
5.48106043 -6.03660000
5.50699821 -5.96510000
5.53293600 -5.89070000
5.55887375 -5.81340000
5.58481154 -5.73360000
5.61074932 -5.65140000
5.63668710 -5.56690000
5.66262486 -5.48050000
5.68856264 -5.39230000
5.71450042 -5.30270000
5.74043821 -5.21200000
5.76637599 -5.12060000
5.79231375 -5.05170000
5.81825153 -4.98130000
5.84418931 -4.90720000
5.87012709 -4.83000000
5.89606487 -4.75030000
5.92200263 -4.66900000
5.94794041 -4.58700000
5.97387820 -4.50540000
5.99981598 -4.42540000
6.02575374 -4.34840000
6.05169152 -4.27610000
6.07762930 -4.21020000
6.10356708 -4.15260000
6.12950487 -4.10520000
6.15544262 -4.06980000
6.18138041 -4.04790000
6.20731819 -4.04050000
6.20731819 -6.78670000
6.23650918 -6.78800000
6.26570016 -6.79180000
6.29489115 -6.79770000
6.32408214 -6.80520000
6.35327313 -6.81380000
6.38246411 -6.82270000
6.41165511 -6.83130000
6.44084609 -6.83870000
6.47003708 -6.84450000
6.49922807 -6.84820000
6.52841906 -6.84950000
6.52841906 -6.71050000
6.55761005 -6.71080000
6.58680103 -6.71180000
6.61599202 -6.71340000
6.64518301 -6.71530000
6.67437400 -6.71760000
6.70356498 -6.71990000
6.73275597 -6.72210000
6.76194696 -6.72410000
6.79113795 -6.72560000
6.82032893 -6.72650000
6.84951993 -6.72690000

0.00000000 -4.03040000
0.02612172 -4.02820000
0.05224343 -4.02160000
0.07836515 -4.01070000
0.10448686 -3.99540000
0.13060858 -3.97580000
0.15673028 -3.95190000
0.18285201 -3.92370000
0.20897371 -3.89130000
0.23509543 -3.85470000
0.26121714 -3.81390000
0.28733886 -3.76900000
0.31346057 -3.72020000
0.33958229 -3.66740000
0.36570400 -3.61070000
0.39182572 -3.55030000
0.41794742 -3.49540000
0.44406915 -3.51190000
0.47019085 -3.51700000
0.49631257 -3.51160000
0.52243428 -3.64590000
0.54855600 -3.82100000
0.57467771 -3.99070000
0.60079943 -4.15370000
0.62692113 -4.30860000
0.65304286 -4.45420000
0.67916456 -4.58920000
0.70528629 -4.71190000
0.73140799 -4.82080000
0.75752971 -4.91380000
0.78365142 -4.98910000
0.80977314 -5.04460000
0.83589485 -5.07870000
0.86201657 -5.09020000
0.88813829 -5.08880000
0.91426000 -5.08450000
0.94038172 -5.07750000
0.96650342 -5.06790000
0.99262515 -5.05630000
1.01874685 -5.04300000
1.04486857 -5.02890000
1.07099028 -5.01480000
1.09711200 -5.00230000
1.12323371 -4.99320000
1.14935543 -4.99040000
1.17547714 -4.99750000
1.20159886 -5.01900000
1.22772056 -5.05950000
1.25384229 -5.12230000
1.27996399 -5.20720000
1.30608571 -5.31100000
1.33220742 -5.42830000
1.35832914 -5.55370000
1.38445085 -5.68270000
1.41057257 -5.81160000
1.43669428 -5.93760000
1.46281600 -6.05850000
1.48893770 -6.04360000
1.51505943 -5.95840000
1.54118113 -5.87160000
1.56730285 -5.78400000
1.59342456 -5.69660000
1.61954628 -5.61150000
1.64566799 -5.53170000
1.67178971 -5.46280000
1.69791141 -5.41370000
1.72403314 -5.39550000
1.74997092 -5.41330000
1.77590870 -5.46010000
1.80184646 -5.52310000
1.82778424 -5.59220000
1.85372202 -5.66180000
1.87965981 -5.72840000
1.90559759 -5.79010000
1.93153535 -5.84610000
1.95747313 -5.89550000
1.98341091 -5.93810000
2.00934869 -5.97390000
2.03528645 -5.95020000
2.06122423 -5.87090000
2.08716202 -5.80060000
2.11309980 -5.74080000
2.13903758 -5.69220000
2.16497534 -5.65400000
2.19091312 -5.62420000
2.21685090 -5.60060000
2.24278869 -5.58050000
2.26872647 -5.56180000
2.29466423 -5.54240000
2.32060201 -5.52070000
2.34653979 -5.49560000
2.37247757 -5.46600000
2.39841533 -5.43130000
2.42435311 -5.37990000
2.45029089 -5.29050000
2.47622868 -5.20010000
2.50216646 -5.10890000
2.52810422 -5.01740000
2.55404200 -4.92600000
2.57997978 -4.83530000
2.60591756 -4.74570000
2.63185535 -4.65800000
2.65779310 -4.57280000
2.68373089 -4.49080000
2.70966867 -4.41280000
2.73560645 -4.33970000
2.76154421 -4.27230000
2.78748199 -4.21160000
2.81341977 -4.15830000
2.83935756 -4.11340000
2.86529534 -4.07760000
2.89123310 -4.05150000
2.91717088 -4.03570000
2.94310866 -4.03040000
2.97229965 -4.03060000
3.00149064 -4.03120000
3.03068163 -4.03210000
3.05987261 -4.03340000
3.08906360 -4.03480000
3.11825459 -4.03620000
3.14744558 -4.03760000
3.17663656 -4.03880000
3.20582755 -4.03970000
3.23501854 -4.04030000
3.26420953 -4.04050000
3.29033125 -4.03830000
3.31645296 -4.03170000
3.34257468 -4.02070000
3.36869638 -4.00530000
3.39481811 -3.98550000
3.42093981 -3.96140000
3.44706153 -3.93300000
3.47318324 -3.90030000
3.49930496 -3.86330000
3.52542667 -3.82220000
3.55154839 -3.77700000
3.57767010 -3.72770000
3.60379182 -3.74670000
3.62991352 -3.81630000
3.65603525 -3.86640000
3.68215695 -3.89660000
3.70827867 -3.90790000
3.73440038 -3.90170000
3.76052210 -3.87980000
3.78664381 -3.84430000
3.81276553 -3.79700000
3.83888724 -3.92530000
3.86500896 -4.06670000
3.89113066 -4.19940000
3.91725239 -4.32250000
3.94337409 -4.43490000
3.96949581 -4.53540000
3.99561752 -4.62290000
4.02173924 -4.69650000
4.04786095 -4.75500000
4.07398267 -4.79750000
4.10010437 -4.82330000
4.12622610 -4.83200000
4.15234782 -4.83140000
4.17846953 -4.82960000
4.20459125 -4.82680000
4.23071295 -4.82330000
4.25683468 -4.81940000
4.28295638 -4.81580000
4.30907810 -4.81320000
4.33519981 -4.81280000
4.36132153 -4.81620000
4.38744324 -4.82560000
4.41356496 -4.84390000
4.43968666 -4.87470000
4.46580839 -4.92170000
4.49193009 -4.98790000
4.51805181 -5.07390000
4.54417352 -5.17800000
4.57029524 -5.29600000
4.59641695 -5.42320000
4.62253867 -5.55540000
4.64866038 -5.68890000
4.67478210 -5.82090000
4.70090380 -5.94900000
4.72702553 -6.07140000
4.75314723 -6.05900000
4.77926895 -5.97010000
4.80539066 -5.88020000
4.83151238 -5.79030000
4.85763409 -5.70200000
4.88375581 -5.61740000
4.90987752 -5.53990000
4.93599924 -5.47510000
4.96212094 -5.43060000
4.98824267 -5.41460000
5.01418045 -5.43030000
5.04011823 -5.47300000
5.06605599 -5.53290000
5.09199377 -5.60130000
5.11793155 -5.67210000
5.14386934 -5.74150000
5.16980712 -5.80710000
5.19574488 -5.86750000
5.22168266 -5.92160000
5.24762044 -5.96880000
5.27355822 -6.00870000
5.29949598 -5.92520000
5.32543376 -5.84540000
5.35137154 -5.77510000
5.37730933 -5.71550000
5.40324711 -5.66610000
5.42918487 -5.62570000
5.45512265 -5.59210000
5.48106043 -5.56300000
5.50699821 -5.53600000
5.53293600 -5.50940000
5.55887375 -5.48140000
5.58481154 -5.45090000
5.61074932 -5.41700000
5.63668710 -5.37900000
5.66262486 -5.33640000
5.68856264 -5.28910000
5.71450042 -5.23690000
5.74043821 -5.17980000
5.76637599 -5.11800000
5.79231375 -5.02890000
5.81825153 -4.93730000
5.84418931 -4.84640000
5.87012709 -4.75670000
5.89606487 -4.66880000
5.92200263 -4.58340000
5.94794041 -4.50130000
5.97387820 -4.42320000
5.99981598 -4.35000000
6.02575374 -4.28260000
6.05169152 -4.22180000
6.07762930 -4.16850000
6.10356708 -4.12360000
6.12950487 -4.08780000
6.15544262 -4.06170000
6.18138041 -4.04590000
6.20731819 -4.04050000
6.20731819 -5.09020000
6.23650918 -5.08510000
6.26570016 -5.07020000
6.29489115 -5.04670000
6.32408214 -5.01630000
6.35327313 -4.98150000
6.38246411 -4.94490000
6.41165511 -4.90940000
6.44084609 -4.87800000
6.47003708 -4.85320000
6.49922807 -4.83740000
6.52841906 -4.83200000
6.52841906 -5.39550000
6.55761005 -5.39590000
6.58680103 -5.39700000
6.61599202 -5.39880000
6.64518301 -5.40110000
6.67437400 -5.40370000
6.70356498 -5.40640000
6.73275597 -5.40900000
6.76194696 -5.41130000
6.79113795 -5.41310000
6.82032893 -5.41420000
6.84951993 -5.41460000

0.00000000 -2.96250000
0.02612172 -2.95360000
0.05224343 -2.92860000
0.07836515 -2.89160000
0.10448686 -2.84730000
0.13060858 -2.79900000
0.15673028 -2.74930000
0.18285201 -2.83450000
0.20897371 -2.93880000
0.23509543 -3.04070000
0.26121714 -3.13710000
0.28733886 -3.22560000
0.31346057 -3.30400000
0.33958229 -3.37080000
0.36570400 -3.42510000
0.39182572 -3.46660000
0.41794742 -3.48630000
0.44406915 -3.41880000
0.47019085 -3.34800000
0.49631257 -3.46700000
0.52243428 -3.49680000
0.54855600 -3.47340000
0.57467771 -3.44250000
0.60079943 -3.40510000
0.62692113 -3.36210000
0.65304286 -3.31440000
0.67916456 -3.26310000
0.70528629 -3.20930000
0.73140799 -3.15470000
0.75752971 -3.10130000
0.78365142 -3.05200000
0.80977314 -3.01090000
0.83589485 -2.98290000
0.86201657 -2.97290000
0.88813829 -2.97140000
0.91426000 -2.96710000
0.94038172 -2.95990000
0.96650342 -2.94990000
0.99262515 -2.93710000
1.01874685 -2.92190000
1.04486857 -2.90860000
1.07099028 -3.06460000
1.09711200 -3.22340000
1.12323371 -3.38080000
1.14935543 -3.53210000
1.17547714 -3.67180000
1.20159886 -3.79420000
1.22772056 -3.89350000
1.25384229 -3.96560000
1.27996399 -4.01000000
1.30608571 -4.02920000
1.33220742 -4.02830000
1.35832914 -4.01210000
1.38445085 -3.98500000
1.41057257 -3.95030000
1.43669428 -4.02400000
1.46281600 -4.14120000
1.48893770 -4.24980000
1.51505943 -4.34910000
1.54118113 -4.43830000
1.56730285 -4.51700000
1.59342456 -4.58460000
1.61954628 -4.64070000
1.64566799 -4.68470000
1.67178971 -4.71640000
1.69791141 -4.73550000
1.72403314 -4.74190000
1.74997092 -4.74000000
1.77590870 -4.73440000
1.80184646 -4.72520000
1.82778424 -4.71220000
1.85372202 -4.69550000
1.87965981 -4.67520000
1.90559759 -4.65130000
1.93153535 -4.62370000
1.95747313 -4.59260000
1.98341091 -4.55800000
2.00934869 -4.51990000
2.03528645 -4.47840000
2.06122423 -4.43360000
2.08716202 -4.38550000
2.11309980 -4.33410000
2.13903758 -4.27970000
2.16497534 -4.22230000
2.19091312 -4.16190000
2.21685090 -4.09880000
2.24278869 -4.03300000
2.26872647 -3.96480000
2.29466423 -3.89420000
2.32060201 -3.82150000
2.34653979 -3.74680000
2.37247757 -3.67040000
2.39841533 -3.59250000
2.42435311 -3.51350000
2.45029089 -3.43350000
2.47622868 -3.35290000
2.50216646 -3.27210000
2.52810422 -3.19140000
2.55404200 -3.11140000
2.57997978 -3.03240000
2.60591756 -2.95490000
2.63185535 -2.89400000
2.65779310 -2.84140000
2.68373089 -2.78560000
2.70966867 -2.72750000
2.73560645 -2.66830000
2.76154421 -2.66460000
2.78748199 -2.72550000
2.81341977 -2.78480000
2.83935756 -2.84030000
2.86529534 -2.88930000
2.89123310 -2.92830000
2.91717088 -2.95360000
2.94310866 -2.96250000
2.97229965 -2.94850000
3.00149064 -2.90750000
3.03068163 -2.84160000
3.05987261 -2.75420000
3.08906360 -2.64930000
3.11825459 -2.53120000
3.14744558 -2.40480000
3.17663656 -2.32660000
3.20582755 -2.32310000
3.23501854 -2.32080000
3.26420953 -2.32000000
3.29033125 -2.34330000
3.31645296 -2.40840000
3.34257468 -2.50480000
3.36869638 -2.62230000
3.39481811 -2.75280000
3.42093981 -2.89070000
3.44706153 -3.03160000
3.47318324 -3.17170000
3.49930496 -3.30760000
3.52542667 -3.43620000
3.55154839 -3.55420000
3.57767010 -3.65860000
3.60379182 -3.67440000
3.62991352 -3.61730000
3.65603525 -3.55640000
3.68215695 -3.49190000
3.70827867 -3.42380000
3.73440038 -3.35240000
3.76052210 -3.46040000
3.78664381 -3.62110000
3.81276553 -3.77640000
3.83888724 -3.73940000
3.86500896 -3.67300000
3.89113066 -3.59910000
3.91725239 -3.51850000
3.94337409 -3.43240000
3.96949581 -3.34160000
3.99561752 -3.24720000
4.02173924 -3.15040000
4.04786095 -3.05360000
4.07398267 -2.96110000
4.10010437 -2.88450000
4.12622610 -2.85120000
4.15234782 -2.85080000
4.17846953 -2.84960000
4.20459125 -2.84760000
4.23071295 -2.84490000
4.25683468 -2.84140000
4.28295638 -2.83730000
4.30907810 -2.89840000
4.33519981 -3.05030000
4.36132153 -3.20400000
4.38744324 -3.35510000
4.41356496 -3.49840000
4.43968666 -3.62870000
4.46580839 -3.74090000
4.49193009 -3.83080000
4.51805181 -3.89690000
4.54417352 -3.94020000
4.57029524 -3.96400000
4.59641695 -3.97250000
4.62253867 -3.96960000
4.64866038 -3.95830000
4.67478210 -3.94120000
4.70090380 -3.93210000
4.72702553 -4.04410000
4.75314723 -4.14750000
4.77926895 -4.24180000
4.80539066 -4.32630000
4.83151238 -4.40060000
4.85763409 -4.46420000
4.88375581 -4.51690000
4.90987752 -4.55820000
4.93599924 -4.58790000
4.96212094 -4.60580000
4.98824267 -4.61180000
5.01418045 -4.61000000
5.04011823 -4.60480000
5.06605599 -4.59600000
5.09199377 -4.58370000
5.11793155 -4.56790000
5.14386934 -4.54870000
5.16980712 -4.52610000
5.19574488 -4.50000000
5.22168266 -4.47050000
5.24762044 -4.43770000
5.27355822 -4.40160000
5.29949598 -4.36230000
5.32543376 -4.31970000
5.35137154 -4.27410000
5.37730933 -4.22530000
5.40324711 -4.17360000
5.42918487 -4.11900000
5.45512265 -4.06160000
5.48106043 -4.00160000
5.50699821 -3.93890000
5.53293600 -3.87390000
5.55887375 -3.80650000
5.58481154 -3.73710000
5.61074932 -3.66570000
5.63668710 -3.59260000
5.66262486 -3.51800000
5.68856264 -3.46510000
5.71450042 -3.47290000
5.74043821 -3.47210000
5.76637599 -3.46190000
5.79231375 -3.44160000
5.81825153 -3.41070000
5.84418931 -3.36920000
5.87012709 -3.31720000
5.89606487 -3.25520000
5.92200263 -3.18390000
5.94794041 -3.10440000
5.97387820 -3.01790000
5.99981598 -2.92570000
6.02575374 -2.82960000
6.05169152 -2.73150000
6.07762930 -2.63400000
6.10356708 -2.54040000
6.12950487 -2.45520000
6.15544262 -2.38470000
6.18138041 -2.33710000
6.20731819 -2.32000000
6.20731819 -2.97290000
6.23650918 -2.97050000
6.26570016 -2.96350000
6.29489115 -2.95240000
6.32408214 -2.93810000
6.35327313 -2.92160000
6.38246411 -2.90430000
6.41165511 -2.88750000
6.44084609 -2.87270000
6.47003708 -2.86110000
6.49922807 -2.85370000
6.52841906 -2.85120000
6.52841906 -4.74190000
6.55761005 -4.73950000
6.58680103 -4.73270000
6.61599202 -4.72170000
6.64518301 -4.70720000
6.67437400 -4.69020000
6.70356498 -4.67190000
6.73275597 -4.65360000
6.76194696 -4.63690000
6.79113795 -4.62350000
6.82032893 -4.61480000
6.84951993 -4.61180000

0.00000000 -2.35780000
0.02612172 -2.37050000
0.05224343 -2.40750000
0.07836515 -2.46620000
0.10448686 -2.54270000
0.13060858 -2.63240000
0.15673028 -2.73110000
0.18285201 -2.70000000
0.20897371 -2.65250000
0.23509543 -2.60850000
0.26121714 -2.57100000
0.28733886 -2.54500000
0.31346057 -2.53980000
0.33958229 -2.57050000
0.36570400 -2.65050000
0.39182572 -2.77710000
0.41794742 -2.93420000
0.44406915 -3.10700000
0.47019085 -3.28630000
0.49631257 -3.27400000
0.52243428 -3.19700000
0.54855600 -3.11740000
0.57467771 -3.03540000
0.60079943 -2.95140000
