#k-distance eigenvalue[eV]
0.49084295 -7.94980000
0.51667679 -7.87120000
0.54251063 -7.79030000
0.56834448 -7.70990000
0.59417832 -7.63180000
0.62001216 -7.55800000
0.64584601 -7.48940000
0.67167983 -7.42710000
0.69751367 -7.37100000
0.72334751 -7.32080000
0.74918135 -7.27620000
0.77501520 -7.23670000
0.80084904 -7.20160000
0.82668288 -7.16940000
0.85251670 -7.14090000
0.87835055 -7.13610000
0.87835055 -7.13610000
0.90873888 -7.12070000
0.93912719 -7.10240000
0.96951552 -7.08740000
0.99990383 -7.07580000
1.03029216 -7.06680000
1.06068047 -7.07300000
1.09106880 -7.16380000
1.12145711 -7.22970000
1.15184544 -7.25420000
1.17792937 -7.25000000
1.20401330 -7.23830000
1.23009723 -7.25930000
1.25618116 -7.38020000
1.28226508 -7.50490000
1.30834901 -7.62050000
1.33443294 -7.70510000
1.36051687 -7.73970000
1.38660080 -7.73260000
1.41268473 -7.70450000
1.43876866 -7.66780000
1.46485258 -7.62740000
1.49093651 -7.58660000
1.51702044 -7.54800000
1.54310437 -7.51370000
1.56918830 -7.48640000
1.59527223 -7.47100000
1.62135615 -7.47410000
1.64744008 -7.50270000
1.67352401 -7.55470000
1.69960794 -7.62040000
1.72569187 -7.69030000
1.75177580 -7.75910000
1.77785973 -7.82270000
1.80394365 -7.87790000
1.83002758 -7.91960000
1.85611151 -7.93790000
1.88219544 -7.91890000
1.90827937 -7.86750000
1.93436330 -7.80970000
1.96044723 -7.76630000
1.98653115 -7.75030000
2.01262252 -7.75220000
2.03871389 -7.75750000
2.06480525 -7.76460000
2.09089662 -7.77180000
2.11698799 -7.77700000
2.14307935 -7.77840000
2.16917072 -7.77450000
2.19526207 -7.76420000
2.22135344 -7.74680000
2.24744480 -7.72170000
2.27353617 -7.68900000
2.29962753 -7.64870000
2.32571890 -7.60110000
2.35181027 -7.54670000
2.37790163 -7.48600000
2.40399300 -7.42000000
2.43008437 -7.34960000
2.45617573 -7.27550000
2.48226710 -7.19880000
2.50835846 -7.12100000
2.53444983 -7.04290000
2.56054118 -6.96660000
2.58663255 -6.89370000
2.61272391 -6.82600000
2.63881528 -6.76550000
2.66490665 -6.71460000
2.69099801 -6.67570000
2.71708938 -6.65110000
2.74318075 -6.64260000
2.77053016 -6.65060000
2.79787956 -6.67950000
2.82522898 -6.74050000
2.85257840 -6.83580000
2.87992780 -6.95290000
2.90727721 -7.07980000
2.93462663 -7.21000000
2.96197605 -7.34050000
2.98932544 -7.46960000
3.01667486 -7.59610000
3.04402428 -7.71940000
3.07137367 -7.83850000
3.09872309 -7.95290000
3.12607251 -8.06160000
3.15342193 -8.16240000
3.18077132 -8.24730000
3.20812074 -8.26260000
3.23547016 -8.13740000
3.26281955 -7.97350000
3.29016897 -7.80730000
3.29016897 -7.80730000
3.31646710 -7.65340000
3.34276525 -7.50930000
3.36906338 -7.37980000
3.39536153 -7.31930000
3.42165966 -7.22800000
3.44795781 -7.14630000
3.47425594 -7.15140000
3.50055409 -7.20720000
3.52685222 -7.29660000
3.55315038 -7.40130000
3.57944850 -7.50890000
3.60574666 -7.61130000
3.63204478 -7.70230000
3.65834294 -7.77720000
3.68464107 -7.83170000
3.71093922 -7.86250000
3.73723735 -7.86830000
3.76353550 -7.84960000
3.78983363 -7.80830000
3.81613178 -7.74760000
3.84242991 -7.67140000
3.86872806 -7.58480000
3.89502619 -7.52170000
3.92136842 -7.55010000
3.94771064 -7.61950000
3.97405287 -7.70800000
4.00039509 -7.80370000
4.02673731 -7.90050000
4.05307954 -7.99470000
4.07942177 -8.08310000
4.10576400 -8.15000000
4.13210622 -8.16880000
4.15844845 -8.19640000
4.18479067 -8.24110000
4.21113289 -8.30110000
4.23747512 -8.34240000
4.26381735 -8.32970000
4.29015958 -8.30430000
4.31650181 -8.26860000
4.34284402 -8.22470000
4.36918625 -8.17450000
4.39552848 -8.11950000
4.42187070 -8.06140000
4.44821293 -8.00150000
4.47455516 -7.94180000
4.50089739 -7.88440000
4.52723960 -7.83220000
4.55358183 -7.78930000
4.57992406 -7.76050000
4.60626628 -7.75030000
4.60626628 -7.25420000
4.63235025 -7.25000000
4.65843422 -7.23830000
4.68451819 -7.25920000
4.71060216 -7.38010000
4.73668613 -7.50490000
4.76277010 -7.62040000
4.78885407 -7.70500000
4.81493805 -7.73960000
4.84102202 -7.73250000
4.86710599 -7.70440000
4.89318996 -7.66770000
4.91927393 -7.62730000
4.94535790 -7.58650000
4.97144187 -7.54790000
4.99752584 -7.51370000
5.02360981 -7.48640000
5.04969378 -7.47100000
5.07577775 -7.47400000
5.10186172 -7.50270000
5.12794569 -7.55470000
5.15402966 -7.62040000
5.18011363 -7.69040000
5.20619760 -7.75910000
5.23228157 -7.82270000
5.25836554 -7.87790000
5.28444951 -7.91960000
5.31053348 -7.93790000
5.33661745 -7.91890000
5.36270142 -7.86750000
5.38878539 -7.80970000
5.41486936 -7.76630000
5.44095333 -7.75030000
5.46729554 -7.76050000
5.49363776 -7.78940000
5.51997998 -7.83230000
5.54632218 -7.88440000
5.57266440 -7.94190000
5.59900661 -8.00160000
5.62534883 -8.06140000
5.65169105 -8.11960000
5.67803326 -8.17450000
5.70437548 -8.22470000
5.73071768 -8.26860000
5.75705990 -8.30430000
5.78340212 -8.32970000
5.80974433 -8.34240000
5.83608655 -8.30110000
5.86242876 -8.24110000
5.88877097 -8.19630000
5.91511318 -8.16870000
5.94145540 -8.14990000
5.96779762 -8.08310000
5.99413983 -7.99470000
6.02048205 -7.90050000
6.04682427 -7.80380000
6.07316647 -7.70810000
6.09950869 -7.61960000
6.12585090 -7.55020000
6.15219312 -7.52180000

0.00000000 -7.75020000
0.02583384 -7.75600000
0.05166769 -7.77380000
0.07750153 -7.80480000
0.10333535 -7.85020000
0.12916919 -7.91010000
0.15500303 -7.98310000
0.18083688 -8.05880000
0.20667072 -8.05010000
0.23250456 -8.01700000
0.25833841 -7.97910000
0.28417223 -7.93700000
0.31000607 -7.89090000
0.33583991 -7.84120000
0.36167376 -7.78810000
0.38750760 -7.73260000
0.41334144 -7.67750000
0.43917528 -7.63310000
0.46500910 -7.63140000
0.49084295 -7.67400000
0.51667679 -7.71220000
0.54251063 -7.71630000
0.56834448 -7.68030000
0.59417832 -7.61520000
0.62001216 -7.53460000
0.64584601 -7.44650000
0.67167983 -7.35580000
0.69751367 -7.26470000
0.72334751 -7.17480000
0.74918135 -7.08720000
0.77501520 -7.00320000
0.80084904 -6.92450000
0.82668288 -6.98540000
0.85251670 -7.07100000
0.87835055 -7.06080000
0.87835055 -7.06080000
0.90873888 -6.96580000
0.93912719 -6.84640000
0.96951552 -6.78880000
0.99990383 -6.87320000
1.03029216 -6.97230000
1.06068047 -7.06010000
1.09106880 -7.05550000
1.12145711 -7.05310000
1.15184544 -7.05220000
1.17792937 -7.07930000
1.20401330 -7.15400000
1.23009723 -7.22050000
1.25618116 -7.19920000
1.28226508 -7.17680000
1.30834901 -7.15540000
1.33443294 -7.13680000
1.36051687 -7.12220000
1.38660080 -7.11260000
1.41268473 -7.10900000
1.43876866 -7.11170000
1.46485258 -7.12070000
1.49093651 -7.13670000
1.51702044 -7.15940000
1.54310437 -7.18870000
1.56918830 -7.22390000
1.59527223 -7.26430000
1.62135615 -7.30870000
1.64744008 -7.35570000
1.67352401 -7.40380000
1.69960794 -7.45180000
1.72569187 -7.49850000
1.75177580 -7.54290000
1.77785973 -7.58410000
1.80394365 -7.62160000
1.83002758 -7.65490000
1.85611151 -7.68350000
1.88219544 -7.70730000
1.90827937 -7.72600000
1.93436330 -7.73940000
1.96044723 -7.74750000
1.98653115 -7.75020000
2.01262252 -7.75210000
2.03871389 -7.75740000
2.06480525 -7.76460000
2.09089662 -7.77180000
2.11698799 -7.77690000
2.14307935 -7.77830000
2.16917072 -7.77440000
2.19526207 -7.76410000
2.22135344 -7.74670000
2.24744480 -7.72160000
2.27353617 -7.68900000
2.29962753 -7.64870000
2.32571890 -7.60110000
2.35181027 -7.54670000
2.37790163 -7.48590000
2.40399300 -7.41990000
2.43008437 -7.34950000
2.45617573 -7.27540000
2.48226710 -7.19880000
2.50835846 -7.12090000
2.53444983 -7.04280000
2.56054118 -6.96660000
2.58663255 -6.89360000
2.61272391 -6.82600000
2.63881528 -6.76550000
2.66490665 -6.71450000
2.69099801 -6.67560000
2.71708938 -6.65100000
2.74318075 -6.64250000
2.77053016 -6.64310000
2.79787956 -6.64360000
2.82522898 -6.64160000
2.85257840 -6.63470000
2.87992780 -6.62150000
2.90727721 -6.60150000
2.93462663 -6.57460000
2.96197605 -6.54050000
2.98932544 -6.51380000
3.01667486 -6.51070000
3.04402428 -6.50690000
3.07137367 -6.50200000
3.09872309 -6.49660000
3.12607251 -6.49040000
3.15342193 -6.53990000
3.18077132 -6.64740000
3.20812074 -6.76350000
3.23547016 -6.88520000
3.26281955 -7.01000000
3.29016897 -7.13400000
3.29016897 -7.13400000
3.31646710 -7.24560000
3.34276525 -7.33450000
3.36906338 -7.36670000
3.39536153 -7.27080000
3.42165966 -7.18970000
3.44795781 -7.12480000
3.47425594 -7.02230000
3.50055409 -6.92710000
3.52685222 -6.84330000
3.55315038 -6.77580000
3.57944850 -6.72890000
3.60574666 -6.70610000
3.63204478 -6.70810000
3.65834294 -6.73160000
3.68464107 -6.77070000
3.71093922 -6.81980000
3.73723735 -6.87480000
3.76353550 -6.93270000
3.78983363 -6.98970000
3.81613178 -7.10160000
3.84242991 -7.22700000
3.86872806 -7.34260000
3.89502619 -7.41540000
3.92136842 -7.40780000
3.94771064 -7.38630000
3.97405287 -7.35680000
4.00039509 -7.33160000
4.02673731 -7.33810000
4.05307954 -7.40650000
4.07942177 -7.51930000
4.10576400 -7.64680000
4.13210622 -7.77140000
4.15844845 -7.87870000
4.18479067 -7.95260000
4.21113289 -7.98730000
4.23747512 -7.99280000
4.26381735 -7.98140000
4.29015958 -7.96010000
4.31650181 -7.93440000
4.34284402 -7.90930000
4.36918625 -7.89010000
4.39552848 -7.87990000
4.42187070 -7.87620000
4.44821293 -7.87140000
4.47455516 -7.85780000
4.50089739 -7.83440000
4.52723960 -7.80530000
4.55358183 -7.77750000
4.57992406 -7.75750000
4.60626628 -7.75020000
4.60626628 -7.05220000
4.63235025 -7.07920000
4.65843422 -7.15390000
4.68451819 -7.22050000
4.71060216 -7.19920000
4.73668613 -7.17680000
4.76277010 -7.15540000
4.78885407 -7.13680000
4.81493805 -7.12220000
4.84102202 -7.11260000
4.86710599 -7.10900000
4.89318996 -7.11170000
4.91927393 -7.12070000
4.94535790 -7.13670000
4.97144187 -7.15950000
4.99752584 -7.18870000
5.02360981 -7.22390000
5.04969378 -7.26430000
5.07577775 -7.30870000
5.10186172 -7.35570000
5.12794569 -7.40390000
5.15402966 -7.45190000
5.18011363 -7.49850000
5.20619760 -7.54290000
5.23228157 -7.58420000
5.25836554 -7.62170000
5.28444951 -7.65490000
5.31053348 -7.68360000
5.33661745 -7.70730000
5.36270142 -7.72600000
5.38878539 -7.73940000
5.41486936 -7.74750000
5.44095333 -7.75020000
5.46729554 -7.75750000
5.49363776 -7.77740000
5.51997998 -7.80520000
5.54632218 -7.83430000
5.57266440 -7.85780000
5.59900661 -7.87130000
5.62534883 -7.87620000
5.65169105 -7.87990000
5.67803326 -7.89010000
5.70437548 -7.90930000
5.73071768 -7.93440000
5.75705990 -7.96010000
5.78340212 -7.98140000
5.80974433 -7.99280000
5.83608655 -7.98730000
5.86242876 -7.95260000
5.88877097 -7.87860000
5.91511318 -7.77140000
5.94145540 -7.64680000
5.96779762 -7.51930000
5.99413983 -7.40640000
6.02048205 -7.33800000
6.04682427 -7.33150000
6.07316647 -7.35670000
6.09950869 -7.38630000
6.12585090 -7.40780000
6.15219312 -7.41540000

0.00000000 -7.09410000
0.02583384 -7.10230000
0.05166769 -7.12460000
0.07750153 -7.15440000
0.10333535 -7.18400000
0.12916919 -7.20850000
0.15500303 -7.22630000
0.18083688 -7.23650000
0.20667072 -7.24090000
0.23250456 -7.24150000
0.25833841 -7.24120000
0.28417223 -7.24320000
0.31000607 -7.25070000
0.33583991 -7.26760000
0.36167376 -7.29720000
0.38750760 -7.34060000
0.41334144 -7.39460000
0.43917528 -7.44530000
0.46500910 -7.45340000
0.49084295 -7.40640000
0.51667679 -7.33700000
0.54251063 -7.25900000
0.56834448 -7.17600000
0.59417832 -7.08950000
0.62001216 -7.00110000
0.64584601 -6.91140000
0.67167983 -6.82140000
0.69751367 -6.73200000
0.72334751 -6.64420000
0.74918135 -6.66630000
0.77501520 -6.76830000
0.80084904 -6.87760000
0.82668288 -6.85300000
0.85251670 -6.79180000
0.87835055 -6.74550000
0.87835055 -6.74550000
0.90873888 -6.71950000
0.93912719 -6.73360000
0.96951552 -6.71870000
0.99990383 -6.58780000
1.03029216 -6.45650000
1.06068047 -6.32750000
1.09106880 -6.20610000
1.12145711 -6.14640000
1.15184544 -6.14360000
1.17792937 -6.14590000
1.20401330 -6.14970000
1.23009723 -6.15370000
1.25618116 -6.15780000
1.28226508 -6.16330000
1.30834901 -6.17150000
1.33443294 -6.18640000
1.36051687 -6.21740000
1.38660080 -6.27740000
1.41268473 -6.36310000
1.43876866 -6.46320000
1.46485258 -6.56900000
1.49093651 -6.67700000
1.51702044 -6.78410000
1.54310437 -6.88780000
1.56918830 -6.98500000
1.59527223 -7.07080000
1.62135615 -7.13780000
1.64744008 -7.17860000
1.67352401 -7.19390000
1.69960794 -7.19270000
1.72569187 -7.18320000
1.75177580 -7.16990000
1.77785973 -7.15490000
1.80394365 -7.13950000
1.83002758 -7.12430000
1.85611151 -7.11090000
1.88219544 -7.10000000
1.90827937 -7.09320000
1.93436330 -7.09130000
1.96044723 -7.09270000
1.98653115 -7.09410000
2.01262252 -7.08830000
2.03871389 -7.07120000
2.06480525 -7.04520000
2.09089662 -7.01060000
2.11698799 -6.97000000
2.14307935 -6.92520000
2.16917072 -6.87800000
2.19526207 -6.82930000
2.22135344 -6.78020000
2.24744480 -6.73120000
2.27353617 -6.68400000
2.29962753 -6.63820000
2.32571890 -6.59440000
2.35181027 -6.55300000
2.37790163 -6.51390000
2.40399300 -6.47780000
2.43008437 -6.44500000
2.45617573 -6.41490000
2.48226710 -6.38780000
2.50835846 -6.36390000
2.53444983 -6.34300000
2.56054118 -6.32560000
2.58663255 -6.31160000
2.61272391 -6.30110000
2.63881528 -6.29360000
2.66490665 -6.28890000
2.69099801 -6.28650000
2.71708938 -6.28560000
2.74318075 -6.28540000
2.77053016 -6.31940000
2.79787956 -6.38960000
2.82522898 -6.45150000
2.85257840 -6.48800000
2.87992780 -6.50560000
2.90727721 -6.51320000
2.93462663 -6.51610000
2.96197605 -6.51580000
2.98932544 -6.50010000
3.01667486 -6.45390000
3.04402428 -6.40360000
3.07137367 -6.35830000
3.09872309 -6.37040000
3.12607251 -6.44460000
3.15342193 -6.48370000
3.18077132 -6.47640000
3.20812074 -6.46820000
3.23547016 -6.46010000
3.26281955 -6.45250000
3.29016897 -6.44630000
3.29016897 -6.44630000
3.31646710 -6.44410000
3.34276525 -6.45000000
3.36906338 -6.47130000
3.39536153 -6.51430000
3.42165966 -6.57700000
3.44795781 -6.64410000
3.47425594 -6.69410000
3.50055409 -6.71620000
3.52685222 -6.71740000
3.55315038 -6.70990000
3.57944850 -6.70050000
3.60574666 -6.69170000
3.63204478 -6.68500000
3.65834294 -6.68100000
3.68464107 -6.68140000
3.71093922 -6.69230000
3.73723735 -6.73900000
3.76353550 -6.84400000
3.78983363 -6.97180000
3.81613178 -7.04180000
3.84242991 -7.08480000
3.86872806 -7.11330000
3.89502619 -7.12330000
3.92136842 -7.09740000
3.94771064 -7.03520000
3.97405287 -6.95880000
4.00039509 -6.93350000
4.02673731 -7.00440000
4.05307954 -7.01400000
4.07942177 -6.98160000
4.10576400 -6.94470000
4.13210622 -6.93500000
4.15844845 -6.96560000
4.18479067 -7.02270000
4.21113289 -7.09150000
4.23747512 -7.16360000
4.26381735 -7.23460000
4.29015958 -7.30030000
4.31650181 -7.35690000
4.34284402 -7.39910000
4.36918625 -7.42080000
4.39552848 -7.41810000
4.42187070 -7.39160000
4.44821293 -7.34730000
4.47455516 -7.29270000
4.50089739 -7.23480000
4.52723960 -7.17990000
4.55358183 -7.13460000
4.57992406 -7.10440000
4.60626628 -7.09410000
4.60626628 -6.14360000
4.63235025 -6.14590000
4.65843422 -6.14970000
4.68451819 -6.15370000
4.71060216 -6.15780000
4.73668613 -6.16330000
4.76277010 -6.17160000
4.78885407 -6.18640000
4.81493805 -6.21740000
4.84102202 -6.27730000
4.86710599 -6.36310000
4.89318996 -6.46310000
4.91927393 -6.56900000
4.94535790 -6.67700000
4.97144187 -6.78400000
4.99752584 -6.88780000
5.02360981 -6.98500000
5.04969378 -7.07080000
5.07577775 -7.13780000
5.10186172 -7.17860000
5.12794569 -7.19380000
5.15402966 -7.19260000
5.18011363 -7.18310000
5.20619760 -7.16980000
5.23228157 -7.15490000
5.25836554 -7.13950000
5.28444951 -7.12430000
5.31053348 -7.11090000
5.33661745 -7.09990000
5.36270142 -7.09320000
5.38878539 -7.09120000
5.41486936 -7.09270000
5.44095333 -7.09410000
5.46729554 -7.10440000
5.49363776 -7.13450000
5.51997998 -7.17990000
5.54632218 -7.23460000
5.57266440 -7.29270000
5.59900661 -7.34730000
5.62534883 -7.39160000
5.65169105 -7.41800000
5.67803326 -7.42080000
5.70437548 -7.39900000
5.73071768 -7.35680000
5.75705990 -7.30030000
5.78340212 -7.23460000
5.80974433 -7.16360000
5.83608655 -7.09140000
5.86242876 -7.02260000
5.88877097 -6.96560000
5.91511318 -6.93490000
5.94145540 -6.94470000
5.96779762 -6.98160000
5.99413983 -7.01400000
6.02048205 -7.00440000
6.04682427 -6.93350000
6.07316647 -6.95890000
6.09950869 -7.03520000
6.12585090 -7.09740000
6.15219312 -7.12330000

0.00000000 -7.09400000
0.02583384 -7.08790000
0.05166769 -7.07220000
0.07750153 -7.05330000
0.10333535 -7.03360000
0.12916919 -7.01390000
0.15500303 -6.99460000
0.18083688 -6.97420000
0.20667072 -6.95240000
0.23250456 -6.92900000
0.25833841 -6.90390000
0.28417223 -6.87680000
0.31000607 -6.84790000
0.33583991 -6.81710000
0.36167376 -6.78450000
0.38750760 -6.75010000
0.41334144 -6.71410000
0.43917528 -6.67660000
0.46500910 -6.63760000
0.49084295 -6.59800000
0.51667679 -6.55840000
0.54251063 -6.52010000
0.56834448 -6.48540000
0.59417832 -6.45710000
0.62001216 -6.44020000
0.64584601 -6.43960000
0.67167983 -6.46150000
0.69751367 -6.50770000
0.72334751 -6.57740000
0.74918135 -6.55890000
0.77501520 -6.47780000
0.80084904 -6.40280000
0.82668288 -6.33710000
0.85251670 -6.28500000
0.87835055 -6.25190000
0.87835055 -6.25190000
0.90873888 -6.23740000
0.93912719 -6.23380000
0.96951552 -6.22420000
0.99990383 -6.20670000
1.03029216 -6.18660000
1.06068047 -6.16850000
1.09106880 -6.15480000
1.12145711 -6.10390000
1.15184544 -6.05740000
1.17792937 -6.03120000
1.20401330 -5.96840000
1.23009723 -5.89780000
1.25618116 -5.85640000
1.28226508 -5.90420000
1.30834901 -5.96820000
1.33443294 -6.03840000
1.36051687 -6.11310000
1.38660080 -6.19060000
1.41268473 -6.26950000
1.43876866 -6.34830000
1.46485258 -6.42560000
1.49093651 -6.50020000
1.51702044 -6.57100000
1.54310437 -6.63700000
1.56918830 -6.69750000
1.59527223 -6.75230000
1.62135615 -6.80170000
1.64744008 -6.84550000
1.67352401 -6.88490000
1.69960794 -6.91980000
1.72569187 -6.95120000
1.75177580 -6.97880000
1.77785973 -7.00350000
1.80394365 -7.02490000
1.83002758 -7.04330000
1.85611151 -7.05890000
1.88219544 -7.07170000
1.90827937 -7.08150000
1.93436330 -7.08850000
1.96044723 -7.09270000
1.98653115 -7.09400000
2.01262252 -7.08820000
2.03871389 -7.07120000
2.06480525 -7.04520000
2.09089662 -7.01050000
2.11698799 -6.96990000
2.14307935 -6.92520000
2.16917072 -6.87790000
2.19526207 -6.82920000
2.22135344 -6.78020000
2.24744480 -6.73120000
2.27353617 -6.68390000
2.29962753 -6.63820000
2.32571890 -6.59440000
2.35181027 -6.55300000
2.37790163 -6.51380000
2.40399300 -6.47780000
2.43008437 -6.44500000
2.45617573 -6.41490000
2.48226710 -6.38770000
2.50835846 -6.36380000
2.53444983 -6.34290000
2.56054118 -6.32560000
2.58663255 -6.31160000
2.61272391 -6.30110000
2.63881528 -6.29360000
2.66490665 -6.28890000
2.69099801 -6.28650000
2.71708938 -6.28560000
2.74318075 -6.28540000
2.77053016 -6.27820000
2.79787956 -6.25840000
2.82522898 -6.23010000
2.85257840 -6.19860000
2.87992780 -6.16840000
2.90727721 -6.14400000
2.93462663 -6.12890000
2.96197605 -6.12540000
2.98932544 -6.13600000
3.01667486 -6.16160000
3.04402428 -6.20050000
3.07137367 -6.24340000
3.09872309 -6.23800000
3.12607251 -6.17700000
3.15342193 -6.10040000
3.18077132 -6.01540000
3.20812074 -5.92330000
3.23547016 -5.82480000
3.26281955 -5.72020000
3.29016897 -5.66130000
3.29016897 -5.66130000
3.31646710 -5.73030000
3.34276525 -5.79790000
3.36906338 -5.86380000
3.39536153 -5.92770000
3.42165966 -5.98960000
3.44795781 -6.04890000
3.47425594 -6.10500000
3.50055409 -6.15770000
3.52685222 -6.20560000
3.55315038 -6.24740000
3.57944850 -6.28080000
3.60574666 -6.30400000
3.63204478 -6.31770000
3.65834294 -6.32540000
3.68464107 -6.34630000
3.71093922 -6.48150000
3.73723735 -6.57940000
3.76353550 -6.61680000
3.78983363 -6.62730000
3.81613178 -6.63020000
3.84242991 -6.63170000
3.86872806 -6.63230000
3.89502619 -6.63240000
3.92136842 -6.66140000
3.94771064 -6.73500000
3.97405287 -6.83290000
4.00039509 -6.88010000
4.02673731 -6.80460000
4.05307954 -6.73560000
4.07942177 -6.67520000
4.10576400 -6.62490000
4.13210622 -6.61340000
4.15844845 -6.56990000
4.18479067 -6.53950000
4.21113289 -6.53350000
4.23747512 -6.53810000
4.26381735 -6.55280000
4.29015958 -6.57630000
4.31650181 -6.60800000
4.34284402 -6.64710000
4.36918625 -6.69210000
4.39552848 -6.74200000
4.42187070 -6.79590000
4.44821293 -6.85230000
4.47455516 -6.90910000
4.50089739 -6.96420000
4.52723960 -7.01430000
4.55358183 -7.05610000
4.57992406 -7.08410000
4.60626628 -7.09400000
4.60626628 -6.05740000
4.63235025 -6.03120000
4.65843422 -5.96840000
4.68451819 -5.89780000
4.71060216 -5.85640000
4.73668613 -5.90420000
4.76277010 -5.96820000
4.78885407 -6.03840000
4.81493805 -6.11310000
4.84102202 -6.19070000
4.86710599 -6.26960000
4.89318996 -6.34840000
4.91927393 -6.42560000
4.94535790 -6.50020000
4.97144187 -6.57110000
4.99752584 -6.63700000
5.02360981 -6.69750000
5.04969378 -6.75240000
5.07577775 -6.80170000
5.10186172 -6.84560000
5.12794569 -6.88490000
5.15402966 -6.91990000
5.18011363 -6.95120000
5.20619760 -6.97880000
5.23228157 -7.00350000
5.25836554 -7.02490000
5.28444951 -7.04330000
5.31053348 -7.05900000
5.33661745 -7.07180000
5.36270142 -7.08160000
5.38878539 -7.08850000
5.41486936 -7.09270000
5.44095333 -7.09400000
5.46729554 -7.08410000
5.49363776 -7.05610000
5.51997998 -7.01430000
5.54632218 -6.96420000
5.57266440 -6.90910000
5.59900661 -6.85240000
5.62534883 -6.79590000
5.65169105 -6.74210000
5.67803326 -6.69210000
5.70437548 -6.64710000
5.73071768 -6.60800000
5.75705990 -6.57640000
5.78340212 -6.55280000
5.80974433 -6.53810000
5.83608655 -6.53360000
5.86242876 -6.53950000
5.88877097 -6.56990000
5.91511318 -6.61340000
5.94145540 -6.62500000
5.96779762 -6.67520000
5.99413983 -6.73560000
6.02048205 -6.80470000
6.04682427 -6.88010000
6.07316647 -6.83290000
6.09950869 -6.73490000
6.12585090 -6.66140000
6.15219312 -6.63240000

0.00000000 -6.78730000
0.02583384 -6.77400000
0.05166769 -6.73420000
0.07750153 -6.66980000
0.10333535 -6.58490000
0.12916919 -6.48490000
0.15500303 -6.37520000
0.18083688 -6.25890000
0.20667072 -6.13940000
0.23250456 -6.01890000
0.25833841 -6.00960000
0.28417223 -6.06040000
0.31000607 -6.11350000
0.33583991 -6.16180000
0.36167376 -6.19820000
0.38750760 -6.21770000
0.41334144 -6.21750000
0.43917528 -6.19740000
0.46500910 -6.15920000
0.49084295 -6.10500000
0.51667679 -6.03750000
0.54251063 -5.95880000
0.56834448 -5.87100000
0.59417832 -5.77600000
0.62001216 -5.67580000
0.64584601 -5.57230000
0.67167983 -5.46800000
0.69751367 -5.36610000
0.72334751 -5.29600000
0.74918135 -5.37530000
0.77501520 -5.47470000
0.80084904 -5.56970000
0.82668288 -5.65490000
0.85251670 -5.72340000
0.87835055 -5.76650000
0.87835055 -5.76650000
0.90873888 -5.77670000
0.93912719 -5.74980000
0.96951552 -5.70240000
0.99990383 -5.64750000
1.03029216 -5.59340000
1.06068047 -5.54520000
1.09106880 -5.61210000
1.12145711 -5.69800000
1.15184544 -5.73920000
1.17792937 -5.74640000
1.20401330 -5.76770000
1.23009723 -5.80210000
1.25618116 -5.84820000
1.28226508 -5.86570000
1.30834901 -5.91230000
1.33443294 -5.97530000
1.36051687 -6.03510000
1.38660080 -6.07330000
1.41268473 -6.08850000
1.43876866 -6.09050000
1.46485258 -6.08440000
1.49093651 -6.07290000
1.51702044 -6.05690000
1.54310437 -6.03730000
1.56918830 -6.01480000
1.59527223 -5.99120000
1.62135615 -5.96890000
1.64744008 -5.95240000
1.67352401 -5.95330000
1.69960794 -5.99590000
1.72569187 -6.07710000
1.75177580 -6.17130000
1.77785973 -6.26780000
1.80394365 -6.36290000
1.83002758 -6.45460000
1.85611151 -6.54140000
1.88219544 -6.62080000
1.90827937 -6.68940000
1.93436330 -6.74260000
1.96044723 -6.77610000
1.98653115 -6.78730000
2.01262252 -6.78020000
2.03871389 -6.75820000
2.06480525 -6.72260000
2.09089662 -6.67370000
2.11698799 -6.61370000
2.14307935 -6.54390000
2.16917072 -6.46770000
2.19526207 -6.39020000
2.22135344 -6.31510000
2.24744480 -6.24640000
2.27353617 -6.18710000
2.29962753 -6.13510000
2.32571890 -6.09030000
2.35181027 -6.05110000
2.37790163 -6.01490000
2.40399300 -5.98370000
2.43008437 -5.95590000
2.45617573 -5.93180000
2.48226710 -5.90980000
2.50835846 -5.89100000
2.53444983 -5.87490000
2.56054118 -5.86170000
2.58663255 -5.85080000
2.61272391 -5.84380000
2.63881528 -5.83730000
2.66490665 -5.83240000
2.69099801 -5.82900000
2.71708938 -5.82720000
2.74318075 -5.82650000
2.77053016 -5.78420000
2.79787956 -5.68420000
2.82522898 -5.56000000
2.85257840 -5.42710000
2.87992780 -5.29230000
2.90727721 -5.15930000
2.93462663 -5.03090000
2.96197605 -4.90900000
2.98932544 -4.84610000
3.01667486 -4.91590000
3.04402428 -4.98790000
3.07137367 -5.06130000
3.09872309 -5.13580000
3.12607251 -5.21110000
3.15342193 -5.28680000
3.18077132 -5.36270000
3.20812074 -5.43840000
3.23547016 -5.51360000
3.26281955 -5.58790000
3.29016897 -5.60960000
3.29016897 -5.60960000
3.31646710 -5.52830000
3.34276525 -5.64700000
3.36906338 -5.73460000
3.39536153 -5.77910000
3.42165966 -5.77580000
3.44795781 -5.73020000
3.47425594 -5.65390000
3.50055409 -5.56370000
3.52685222 -5.51820000
3.55315038 -5.61090000
3.57944850 -5.75040000
3.60574666 -5.89910000
3.63204478 -6.04990000
3.65834294 -6.19990000
3.68464107 -6.33210000
3.71093922 -6.33970000
3.73723735 -6.34920000
3.76353550 -6.35970000
3.78983363 -6.37000000
