#k-distance eigenvalue[eV]
4.84102202 -18.74330000
4.86710599 -18.72520000
4.89318996 -18.70740000
4.91927393 -18.68990000
4.94535790 -18.67310000
4.97144187 -18.65690000
4.99752584 -18.64130000
5.02360981 -18.62640000
5.04969378 -18.61220000
5.07577775 -18.59870000
5.10186172 -18.58610000
5.12794569 -18.57420000
5.15402966 -18.56330000
5.18011363 -18.55310000
5.20619760 -18.54390000
5.23228157 -18.53550000
5.25836554 -18.52810000
5.28444951 -18.52170000
5.31053348 -18.51620000
5.33661745 -18.51170000
5.36270142 -18.50820000
5.38878539 -18.50570000
5.41486936 -18.50420000
5.44095333 -18.50370000
5.46729554 -18.50440000
5.49363776 -18.50640000
5.51997998 -18.50980000
5.54632218 -18.51460000
5.57266440 -18.52070000
5.59900661 -18.52810000
5.62534883 -18.53680000
5.65169105 -18.54670000
5.67803326 -18.55790000
5.70437548 -18.57030000
5.73071768 -18.58380000
5.75705990 -18.59850000
5.78340212 -18.61420000
5.80974433 -18.63090000
5.83608655 -18.64850000
5.86242876 -18.66700000
5.88877097 -18.68630000
5.91511318 -18.70610000
5.94145540 -18.72630000
5.96779762 -18.74660000
5.99413983 -18.76680000
6.02048205 -18.78620000
6.04682427 -18.80420000
6.07316647 -18.82000000
6.09950869 -18.83250000
6.12585090 -18.84070000
6.15219312 -18.84350000

0.00000000 -15.34880000
0.02583384 -15.35110000
0.05166769 -15.35810000
0.07750153 -15.36970000
0.10333535 -15.38550000
0.12916919 -15.40550000
0.15500303 -15.42920000
0.18083688 -15.45630000
0.20667072 -15.48640000
0.23250456 -15.51900000
0.25833841 -15.55370000
0.28417223 -15.58990000
0.31000607 -15.62720000
0.33583991 -15.66500000
0.36167376 -15.70300000
0.38750760 -15.74060000
0.41334144 -15.77730000
0.43917528 -15.81270000
0.46500910 -15.84640000
0.49084295 -15.87800000
0.51667679 -15.90710000
0.54251063 -15.93330000
0.56834448 -15.95630000
0.59417832 -15.97590000
0.62001216 -15.99180000
0.64584601 -16.00380000
0.67167983 -16.01190000
0.69751367 -16.01580000
0.72334751 -16.01560000
0.74918135 -16.01150000
0.77501520 -16.00340000
0.80084904 -15.99160000
0.82668288 -15.97660000
0.85251670 -15.95850000
0.87835055 -15.93800000
0.87835055 -15.93800000
0.90873888 -15.91160000
0.93912719 -15.88370000
0.96951552 -15.85560000
0.99990383 -15.82850000
1.03029216 -15.80390000
1.06068047 -15.78310000
1.09106880 -15.76720000
1.12145711 -15.75730000
1.15184544 -15.75390000
1.17792937 -15.75330000
1.20401330 -15.75130000
1.23009723 -15.74800000
1.25618116 -15.74330000
1.28226508 -15.73730000
1.30834901 -15.72990000
1.33443294 -15.72120000
1.36051687 -15.71110000
1.38660080 -15.69960000
1.41268473 -15.68680000
1.43876866 -15.67270000
1.46485258 -15.65740000
1.49093651 -15.64090000
1.51702044 -15.62340000
1.54310437 -15.60490000
1.56918830 -15.58570000
1.59527223 -15.56570000
1.62135615 -15.54540000
1.64744008 -15.52480000
1.67352401 -15.50410000
1.69960794 -15.48370000
1.72569187 -15.46380000
1.75177580 -15.44460000
1.77785973 -15.42650000
1.80394365 -15.40970000
1.83002758 -15.39440000
1.85611151 -15.38100000
1.88219544 -15.36970000
1.90827937 -15.36070000
1.93436330 -15.35410000
1.96044723 -15.35010000
1.98653115 -15.34880000
2.01262252 -15.34830000
2.03871389 -15.34680000
2.06480525 -15.34440000
2.09089662 -15.34110000
2.11698799 -15.33670000
2.14307935 -15.33130000
2.16917072 -15.32500000
2.19526207 -15.31760000
2.22135344 -15.30920000
2.24744480 -15.29980000
2.27353617 -15.28950000
2.29962753 -15.27810000
2.32571890 -15.26580000
2.35181027 -15.25260000
2.37790163 -15.23850000
2.40399300 -15.22380000
2.43008437 -15.20850000
2.45617573 -15.19270000
2.48226710 -15.17680000
2.50835846 -15.16080000
2.53444983 -15.14520000
2.56054118 -15.13020000
2.58663255 -15.11610000
2.61272391 -15.10330000
2.63881528 -15.09220000
2.66490665 -15.08320000
2.69099801 -15.07650000
2.71708938 -15.07230000
2.74318075 -15.07090000
2.77053016 -15.07410000
2.79787956 -15.08350000
2.82522898 -15.09890000
2.85257840 -15.12020000
2.87992780 -15.14680000
2.90727721 -15.17840000
2.93462663 -15.21440000
2.96197605 -15.25420000
2.98932544 -15.29720000
3.01667486 -15.34280000
3.04402428 -15.39030000
3.07137367 -15.43910000
3.09872309 -15.48860000
3.12607251 -15.53810000
3.15342193 -15.58710000
3.18077132 -15.63520000
3.20812074 -15.68170000
3.23547016 -15.72640000
3.26281955 -15.76870000
3.29016897 -15.80830000
3.29016897 -15.80830000
3.31646710 -15.84370000
3.34276525 -15.87610000
3.36906338 -15.90530000
3.39536153 -15.93130000
3.42165966 -15.95390000
3.44795781 -15.97320000
3.47425594 -15.98910000
3.50055409 -16.00180000
3.52685222 -16.01130000
3.55315038 -16.01800000
3.57944850 -16.02200000
3.60574666 -16.02360000
3.63204478 -16.02320000
3.65834294 -16.02110000
3.68464107 -16.01770000
3.71093922 -16.01350000
3.73723735 -16.00890000
3.76353550 -16.00420000
3.78983363 -15.99980000
3.81613178 -15.99600000
3.84242991 -15.99310000
3.86872806 -15.99130000
3.89502619 -15.99060000
3.92136842 -15.98840000
3.94771064 -15.98180000
3.97405287 -15.97090000
4.00039509 -15.95580000
4.02673731 -15.93670000
4.05307954 -15.91400000
4.07942177 -15.88790000
4.10576400 -15.85880000
4.13210622 -15.82700000
4.15844845 -15.79320000
4.18479067 -15.75760000
4.21113289 -15.72090000
4.23747512 -15.68350000
4.26381735 -15.64600000
4.29015958 -15.60880000
4.31650181 -15.57260000
4.34284402 -15.53780000
4.36918625 -15.50480000
4.39552848 -15.47410000
4.42187070 -15.44610000
4.44821293 -15.42110000
4.47455516 -15.39950000
4.50089739 -15.38150000
4.52723960 -15.36730000
4.55358183 -15.35700000
4.57992406 -15.35080000
4.60626628 -15.34880000
4.60626628 -15.75390000
4.63235025 -15.75330000
4.65843422 -15.75130000
4.68451819 -15.74800000
4.71060216 -15.74330000
4.73668613 -15.73730000
4.76277010 -15.72990000
4.78885407 -15.72120000
4.81493805 -15.71110000
4.84102202 -15.69960000
4.86710599 -15.68680000
4.89318996 -15.67270000
4.91927393 -15.65740000
4.94535790 -15.64090000
4.97144187 -15.62340000
4.99752584 -15.60490000
5.02360981 -15.58560000
5.04969378 -15.56570000
5.07577775 -15.54540000
5.10186172 -15.52480000
5.12794569 -15.50410000
5.15402966 -15.48370000
5.18011363 -15.46380000
5.20619760 -15.44460000
5.23228157 -15.42650000
5.25836554 -15.40970000
5.28444951 -15.39440000
5.31053348 -15.38100000
5.33661745 -15.36970000
5.36270142 -15.36070000
5.38878539 -15.35410000
5.41486936 -15.35010000
5.44095333 -15.34880000
5.46729554 -15.35080000
5.49363776 -15.35700000
5.51997998 -15.36730000
5.54632218 -15.38150000
5.57266440 -15.39950000
5.59900661 -15.42110000
5.62534883 -15.44610000
5.65169105 -15.47410000
5.67803326 -15.50480000
5.70437548 -15.53780000
5.73071768 -15.57260000
5.75705990 -15.60880000
5.78340212 -15.64600000
5.80974433 -15.68350000
5.83608655 -15.72090000
5.86242876 -15.75760000
5.88877097 -15.79310000
5.91511318 -15.82700000
5.94145540 -15.85870000
5.96779762 -15.88780000
5.99413983 -15.91400000
6.02048205 -15.93670000
6.04682427 -15.95570000
6.07316647 -15.97080000
6.09950869 -15.98180000
6.12585090 -15.98840000
6.15219312 -15.99060000

0.00000000 -11.57140000
0.02583384 -11.57590000
0.05166769 -11.58920000
0.07750153 -11.61020000
0.10333535 -11.63750000
0.12916919 -11.66950000
0.15500303 -11.70480000
0.18083688 -11.74170000
0.20667072 -11.77930000
0.23250456 -11.81630000
0.25833841 -11.85230000
0.28417223 -11.88660000
0.31000607 -11.91890000
0.33583991 -11.94890000
0.36167376 -11.97670000
0.38750760 -12.00230000
0.41334144 -12.02630000
0.43917528 -12.04880000
0.46500910 -12.07060000
0.49084295 -12.09230000
0.51667679 -12.11470000
0.54251063 -12.13840000
0.56834448 -12.16410000
0.59417832 -12.19210000
0.62001216 -12.22240000
0.64584601 -12.25480000
0.67167983 -12.28900000
0.69751367 -12.32450000
0.72334751 -12.36060000
0.74918135 -12.39670000
0.77501520 -12.43250000
0.80084904 -12.46740000
0.82668288 -12.50100000
0.85251670 -12.53310000
0.87835055 -12.56320000
0.87835055 -12.56320000
0.90873888 -12.59600000
0.93912719 -12.62560000
0.96951552 -12.65160000
0.99990383 -12.67400000
1.03029216 -12.69240000
1.06068047 -12.70690000
1.09106880 -12.71730000
1.12145711 -12.72360000
1.15184544 -12.72570000
1.17792937 -12.72210000
1.20401330 -12.71130000
1.23009723 -12.69340000
1.25618116 -12.66850000
1.28226508 -12.64520000
1.30834901 -12.62670000
1.33443294 -12.60500000
1.36051687 -12.58010000
1.38660080 -12.55200000
1.41268473 -12.52080000
1.43876866 -12.48660000
1.46485258 -12.44940000
1.49093651 -12.40940000
1.51702044 -12.36680000
1.54310437 -12.32160000
1.56918830 -12.27410000
1.59527223 -12.22430000
1.62135615 -12.17260000
1.64744008 -12.11920000
1.67352401 -12.06460000
1.69960794 -12.00910000
1.72569187 -11.95320000
1.75177580 -11.89750000
1.77785973 -11.84270000
1.80394365 -11.78960000
1.83002758 -11.73940000
1.85611151 -11.69320000
1.88219544 -11.65230000
1.90827937 -11.61840000
1.93436330 -11.59280000
1.96044723 -11.57680000
1.98653115 -11.57140000
2.01262252 -11.57220000
2.03871389 -11.57450000
2.06480525 -11.57840000
2.09089662 -11.58350000
2.11698799 -11.58990000
2.14307935 -11.59720000
2.16917072 -11.60530000
2.19526207 -11.61400000
2.22135344 -11.62310000
2.24744480 -11.63220000
2.27353617 -11.70600000
2.29962753 -11.81570000
2.32571890 -11.92490000
2.35181027 -12.03260000
2.37790163 -12.13780000
2.40399300 -12.24000000
2.43008437 -12.33830000
2.45617573 -12.43210000
2.48226710 -12.52060000
2.50835846 -12.60330000
2.53444983 -12.67960000
2.56054118 -12.74880000
2.58663255 -12.81030000
2.61272391 -12.86360000
2.63881528 -12.90810000
2.66490665 -12.94320000
2.69099801 -12.96870000
2.71708938 -12.98410000
2.74318075 -12.98920000
2.77053016 -12.98900000
2.79787956 -12.98820000
2.82522898 -12.98690000
2.85257840 -12.98520000
2.87992780 -12.98330000
2.90727721 -12.98120000
2.93462663 -12.97890000
2.96197605 -12.97650000
2.98932544 -12.97390000
3.01667486 -12.97090000
3.04402428 -12.96730000
3.07137367 -12.96250000
3.09872309 -12.95610000
3.12607251 -12.94770000
3.15342193 -12.93670000
3.18077132 -12.92270000
3.20812074 -12.90510000
3.23547016 -12.88380000
3.26281955 -12.85830000
3.29016897 -12.82860000
3.29016897 -12.82860000
3.31646710 -12.79580000
3.34276525 -12.75890000
3.36906338 -12.71790000
3.39536153 -12.67290000
3.42165966 -12.62400000
3.44795781 -12.57140000
3.47425594 -12.51540000
3.50055409 -12.45620000
3.52685222 -12.39440000
3.55315038 -12.33030000
3.57944850 -12.26460000
3.60574666 -12.19780000
3.63204478 -12.13090000
3.65834294 -12.06460000
3.68464107 -12.00010000
3.71093922 -11.97620000
3.73723735 -11.99260000
3.76353550 -12.00750000
3.78983363 -12.02030000
3.81613178 -12.03060000
3.84242991 -12.03840000
3.86872806 -12.04310000
3.89502619 -12.04470000
3.92136842 -12.04360000
3.94771064 -12.04040000
3.97405287 -12.03510000
4.00039509 -12.02770000
4.02673731 -12.01820000
4.05307954 -12.00660000
4.07942177 -11.99300000
4.10576400 -11.97750000
4.13210622 -11.96000000
4.15844845 -11.94070000
4.18479067 -11.91950000
4.21113289 -11.89680000
4.23747512 -11.87260000
4.26381735 -11.84710000
4.29015958 -11.82040000
4.31650181 -11.79290000
4.34284402 -11.76490000
4.36918625 -11.73670000
4.39552848 -11.70870000
4.42187070 -11.68170000
4.44821293 -11.65610000
4.47455516 -11.63260000
4.50089739 -11.61190000
4.52723960 -11.59480000
4.55358183 -11.58200000
4.57992406 -11.57400000
4.60626628 -11.57140000
4.60626628 -12.72580000
4.63235025 -12.72210000
4.65843422 -12.71130000
4.68451819 -12.69340000
4.71060216 -12.66860000
4.73668613 -12.64520000
4.76277010 -12.62670000
4.78885407 -12.60500000
4.81493805 -12.58010000
4.84102202 -12.55200000
4.86710599 -12.52080000
4.89318996 -12.48660000
4.91927393 -12.44940000
4.94535790 -12.40940000
4.97144187 -12.36680000
4.99752584 -12.32160000
5.02360981 -12.27410000
5.04969378 -12.22430000
5.07577775 -12.17260000
5.10186172 -12.11930000
5.12794569 -12.06470000
5.15402966 -12.00920000
5.18011363 -11.95330000
5.20619760 -11.89750000
5.23228157 -11.84270000
5.25836554 -11.78970000
5.28444951 -11.73940000
5.31053348 -11.69320000
5.33661745 -11.65240000
5.36270142 -11.61840000
5.38878539 -11.59280000
5.41486936 -11.57680000
5.44095333 -11.57140000
5.46729554 -11.57410000
5.49363776 -11.58200000
5.51997998 -11.59480000
5.54632218 -11.61190000
5.57266440 -11.63260000
5.59900661 -11.65610000
5.62534883 -11.68170000
5.65169105 -11.70880000
5.67803326 -11.73670000
5.70437548 -11.76490000
5.73071768 -11.79290000
5.75705990 -11.82040000
5.78340212 -11.84710000
5.80974433 -11.87260000
5.83608655 -11.89690000
5.86242876 -11.91960000
5.88877097 -11.94070000
5.91511318 -11.96000000
5.94145540 -11.97750000
5.96779762 -11.99300000
5.99413983 -12.00660000
6.02048205 -12.01820000
6.04682427 -12.02770000
6.07316647 -12.03510000
6.09950869 -12.04040000
6.12585090 -12.04360000
6.15219312 -12.04470000

0.00000000 -11.57130000
0.02583384 -11.57240000
0.05166769 -11.57530000
0.07750153 -11.57970000
0.10333535 -11.58500000
0.12916919 -11.59060000
0.15500303 -11.59610000
0.18083688 -11.60060000
0.20667072 -11.60390000
0.23250456 -11.60560000
0.25833841 -11.60560000
0.28417223 -11.60400000
0.31000607 -11.60080000
0.33583991 -11.59630000
0.36167376 -11.59100000
0.38750760 -11.58520000
0.41334144 -11.57980000
0.43917528 -11.57530000
0.46500910 -11.57270000
0.49084295 -11.57280000
0.51667679 -11.57660000
0.54251063 -11.58490000
0.56834448 -11.59870000
0.59417832 -11.61860000
0.62001216 -11.64520000
0.64584601 -11.67860000
0.67167983 -11.71900000
0.69751367 -11.76610000
0.72334751 -11.81920000
0.74918135 -11.87770000
0.77501520 -11.94070000
0.80084904 -12.00740000
0.82668288 -12.07650000
0.85251670 -12.14710000
0.87835055 -12.21790000
0.87835055 -12.21790000
0.90873888 -12.30010000
0.93912719 -12.37900000
0.96951552 -12.45280000
0.99990383 -12.51950000
1.03029216 -12.57720000
1.06068047 -12.62410000
1.09106880 -12.65880000
1.12145711 -12.68010000
1.15184544 -12.68730000
1.17792937 -12.68560000
1.20401330 -12.68060000
1.23009723 -12.67210000
1.25618116 -12.66030000
1.28226508 -12.63700000
1.30834901 -12.59890000
1.33443294 -12.55460000
1.36051687 -12.50450000
1.38660080 -12.44900000
1.41268473 -12.38860000
1.43876866 -12.32370000
1.46485258 -12.25500000
1.49093651 -12.18310000
1.51702044 -12.10870000
1.54310437 -12.03260000
1.56918830 -11.95590000
1.59527223 -11.87960000
1.62135615 -11.80520000
1.64744008 -11.73480000
1.67352401 -11.67090000
1.69960794 -11.61670000
1.72569187 -11.57570000
1.75177580 -11.54960000
1.77785973 -11.53720000
1.80394365 -11.53490000
1.83002758 -11.53880000
1.85611151 -11.54570000
1.88219544 -11.55350000
1.90827937 -11.56080000
1.93436330 -11.56650000
1.96044723 -11.57010000
1.98653115 -11.57130000
2.01262252 -11.57210000
2.03871389 -11.57450000
2.06480525 -11.57840000
2.09089662 -11.58350000
2.11698799 -11.58980000
2.14307935 -11.59710000
2.16917072 -11.60530000
2.19526207 -11.61400000
2.22135344 -11.62300000
2.24744480 -11.63220000
2.27353617 -11.64150000
2.29962753 -11.65040000
2.32571890 -11.65890000
2.35181027 -11.66690000
2.37790163 -11.67420000
2.40399300 -11.68080000
2.43008437 -11.68680000
2.45617573 -11.69190000
2.48226710 -11.69620000
2.50835846 -11.69970000
2.53444983 -11.70240000
2.56054118 -11.70460000
2.58663255 -11.70620000
2.61272391 -11.70730000
2.63881528 -11.70810000
2.66490665 -11.70850000
2.69099801 -11.70880000
2.71708938 -11.70890000
2.74318075 -11.70890000
2.77053016 -11.71700000
2.79787956 -11.73980000
2.82522898 -11.77310000
2.85257840 -11.81220000
2.87992780 -11.85310000
2.90727721 -11.89240000
2.93462663 -11.92770000
2.96197605 -11.95740000
2.98932544 -11.98030000
3.01667486 -11.99610000
3.04402428 -12.00430000
3.07137367 -12.00510000
3.09872309 -11.99870000
3.12607251 -11.98540000
3.15342193 -11.96610000
3.18077132 -11.94100000
3.20812074 -11.91110000
3.23547016 -11.87680000
